"Date","Time","Location","Area","Road","StartPoint","EndPoint","Temp","Humidity","ACOSD","Legend"
"2021-11-16","12:37","인천","동구","인중로","인천광역시 동구 송림동 4-1","인천광역시 동구 만석동 43-187","13","46","57","좋음"
"2021-11-16","14:34","경기","안양시 동안구","관악대로","경기도 안양시 동안구 비산동 585","경기도 안양시 동안구 관양동 1563","14","38","23","매우좋음"
"2021-11-16","14:49","경기","안양시 동안구","벌말로","경기도 안양시 동안구 관양동 1618","경기도 안양시 동안구 평촌동 950","14","37","72","좋음"
"2021-11-16","15:15","경기","안양시 만안구","병목안로","경기도 안양시 만안구 안양동 759-7","경기도 안양시 만안구 안양동 1189-1","14","44","15","매우좋음"
"2021-11-16","15:32","경기","안양시 만안구","충훈로","경기도 안양시 만안구 박달동 114-5","경기도 안양시 만안구 석수동 796-1","13","45","15","매우좋음"
"2021-11-16","15:37","경기","안양시 만안구","석수로","경기도 안양시 만안구 석수동 594-74","경기도 안양시 만안구 석수동 583-3","13","44","14","매우좋음"
"2021-11-16","15:48","경기","안양시 만안구","삼막로","경기도 안양시 만안구 석수동 100","경기도 안양시 만안구 석수동 687-4","14","44","20","매우좋음"
"2021-11-16","10:30","경기","의왕시","포일세거리로","경기도 의왕시 포일동 679","경기도 의왕시 포일동 680","11","57","10","매우좋음"
"2021-11-16","10:38","경기","의왕시","안양판교로","경기도 의왕시 포일동 산 61-4","경기도 의왕시 청계동 828-14","11","59","23","매우좋음"
"2021-11-16","10:50","경기","의왕시","덕장로","경기도 의왕시 청계동 997","경기도 의왕시 청계동 999","11","58","23","매우좋음"
"2021-11-16","10:54","경기","의왕시","포일로","경기도 의왕시 포일동 505-9","경기도 의왕시 내손동 713-1","12","57","18","매우좋음"
"2021-11-16","11:02","경기","의왕시","내손로","경기도 의왕시 내손동 713-5","경기도 의왕시 내손동 713-5","11","54","21","매우좋음"
"2021-11-16","11:14","경기","의왕시","복지로","경기도 의왕시 내손동 665-7","경기도 의왕시 내손동 723","12","52","235","매우나쁨"
"2021-11-16","11:25","경기","의왕시","모락로","경기도 의왕시 오전동 2-8","경기도 의왕시 오전동 838-11","13","52","20","매우좋음"
"2021-11-16","11:36","경기","의왕시","경수대로","경기도 의왕시 오전동 35-10","경기도 의왕시 고천동 233-21","14","47","81","좋음"
"2021-11-16","11:49","경기","의왕시","오전로","경기도 의왕시 오전동 817-1","경기도 의왕시 왕곡동 615","13","48","16","매우좋음"
"2021-11-16","12:02","경기","의왕시","덕영대로","경기도 의왕시 이동 749","경기도 의왕시 월암동 399-1","14","53","26","매우좋음"
"2021-11-16","12:10","경기","의왕시","부곡중앙로","경기도 의왕시 삼동 192-280","경기도 의왕시 삼동 579","13","47","31","매우좋음"
"2021-11-16","12:18","경기","의왕시","시청로","경기도 의왕시 고천동 103-9","경기도 의왕시 고천동 330-8","13","47","862","매우나쁨"
"2021-11-16","13:20","경기","군포시","송부로","경기도 의왕시 삼동 481-5","경기도 군포시 도마교동 64-2","15","38","79","좋음"
"2021-11-16","13:42","경기","군포시","호수로","경기도 군포시 둔대동 산 109-3","경기도 군포시 대야미동 681","14","46","314","매우나쁨"
"2021-11-16","13:56","경기","군포시","삼성로","경기도 군포시 부곡동 1197","경기도 군포시 당동 1042","14","43","22","매우좋음"
"2021-11-16","14:01","경기","군포시","군포로","경기도 군포시 당동 587-4","경기도 군포시 산본동 52","15","39","85","좋음"
"2021-11-16","14:14","경기","군포시","고산로","경기도 군포시 산본동 52","경기도 군포시 당정동 440-7","14","38","43","매우좋음"
"2021-11-16","14:37","경기","군포시","공단로140번길","경기도 군포시 당정동 174-13","경기도 군포시 당정동 1097","14","37","136","보통"
"2021-11-16","14:45","경기","군포시","산본로","경기도 군포시 당정동 126-9","경기도 군포시 산본동 1201","14","36","44","매우좋음"
"2021-11-16","15:03","경기","군포시","금산로","경기도 군포시 산본동 300","경기도 군포시 금정동 811","14","38","26","매우좋음"
"2021-11-16","15:09","경기","군포시","번영로","경기도 군포시 금정동 810","경기도 군포시 산본동 1237","14","39","31","매우좋음"
"2021-11-16","15:16","경기","군포시","오금로","경기도 군포시 금정동 897","경기도 군포시 금정동 891","13","41","39","매우좋음"
"2021-11-16","15:22","경기","군포시","금당로","경기도 군포시 금정동 891","경기도 군포시 당동 1008","13","42","36","매우좋음"
"2021-11-16","15:29","경기","군포시","산본천로","경기도 군포시 산본동 1228","경기도 군포시 산본동 104","13","44","48","매우좋음"
"2021-11-16","15:44","경기","군포시","광정로","경기도 군포시 산본동 1223","경기도 군포시 금정동 897","13","44","51","좋음"
"2021-11-16","15:55","경기","군포시","공단로","경기도 군포시 당정동 928-4","경기도 군포시 금정동 608-18","13","43","206","매우나쁨"
"2021-11-16","16:07","경기","군포시","엘에스로","경기도 안양시 동안구 호계동 1030","경기도 군포시 산본동 4-4","13","44","90","좋음"
"2021-11-17","09:57","인천","남동구","경인로","인천광역시 부평구 십정동 592","인천광역시 남동구 간석동 534","9","0","21","매우좋음"
"2021-11-17","10:03","인천","남동구","석산로","인천광역시 미추홀구 주안동 45","인천광역시 남동구 간석동 924-2","9","0","31","매우좋음"
"2021-11-17","10:22","인천","남동구","만수서로","인천광역시 남동구 만수동 990","인천광역시 남동구 만수동 824-15","9","92","14","매우좋음"
"2021-11-17","10:27","인천","남동구","수현로","인천광역시 남동구 만수동 822-19","인천광역시 남동구 장수동 397-6","9","75","24","매우좋음"
"2021-11-17","10:34","인천","남동구","장아산로","인천광역시 남동구 장수동 619-4","인천광역시 남동구 서창동 631","9","63","16","매우좋음"
"2021-11-17","10:47","인천","남동구","서창남순환로","인천광역시 남동구 서창동 749","인천광역시 남동구 서창동 754","9","57","14","매우좋음"
"2021-11-17","10:56","인천","남동구","서창방산로","인천광역시 남동구 서창동 755","인천광역시 남동구 서창동 748","9","55","11","매우좋음"
"2021-11-17","11:05","인천","남동구","서창남로","인천광역시 남동구 서창동 770","인천광역시 남동구 수산동 378-2","10","53","12","매우좋음"
"2021-11-17","11:59","인천","남동구","소래로","인천광역시 남동구 만수동 990","인천광역시 남동구 논현동 111-463","12","45","11","매우좋음"
"2021-11-17","12:16","인천","남동구","앵고개로","인천광역시 남동구 논현동 26-1","인천광역시 연수구 동춘동 957","12","46","18","매우좋음"
"2021-11-17","12:37","인천","남동구","능허대로","인천광역시 남동구 고잔동 744-1","인천광역시 남동구 고잔동 792","12","47","15","매우좋음"
"2021-11-17","12:42","인천","남동구","호구포로","인천광역시 남동구 고잔동 801","인천광역시 남동구 간석동 922","12","47","27","매우좋음"
"2021-11-17","13:18","인천","남구","경인로","인천광역시 남동구 간석동 540","인천광역시 미추홀구 숭의동 162-14","12","44","29","매우좋음"
"2021-11-17","13:39","인천","남구","독배로","인천광역시 미추홀구 숭의동 162-14","인천광역시 미추홀구 용현동 672","12","43","41","매우좋음"
"2021-11-17","13:46","인천","남구","소성로","인천광역시 미추홀구 용현동 672","인천광역시 미추홀구 문학동 439","12","43","39","매우좋음"
"2021-11-17","14:06","인천","남구","매소홀로","인천광역시 미추홀구 관교동 67-4","인천광역시 미추홀구 용현동 627-488","12","41","38","매우좋음"
"2021-11-17","14:26","인천","남구","아암대로","인천광역시 미추홀구 학익동 587-116","인천광역시 미추홀구 용현동 685-11","12","43","28","매우좋음"
"2021-11-17","14:42","인천","남구","인하로","인천광역시 미추홀구 용현동 672","인천광역시 미추홀구 주안동 1463","12","42","60","좋음"
"2021-11-17","14:54","인천","남구","인주대로","인천광역시 미추홀구 주안동 1463","인천광역시 미추홀구 숭의동 162-14","12","42","62","좋음"
"2021-11-17","15:06","인천","남구","석정로","인천광역시 미추홀구 숭의동 162-14","인천광역시 미추홀구 주안동 40-4","12","44","41","매우좋음"
"2021-11-17","15:30","인천","남구","경원대로","인천광역시 미추홀구 주안동 40-4","인천광역시 미추홀구 문학동 315","12","43","22","매우좋음"
"2021-11-17","15:43","인천","남구","미추홀대로","인천광역시 미추홀구 학익동 61","인천광역시 미추홀구 주안동 234","12","43","24","매우좋음"
"2021-11-17","16:00","인천","남구","한나루로","인천광역시 미추홀구 도화동 420","인천광역시 미추홀구 학익동 208-2","12","42","22","매우좋음"
"2021-11-17","11:02","경북","포항시 북구","삼호로","경상북도 포항시 북구 덕산동 129-1","경상북도 포항시 북구 두호동 1003-2","13","45","10","매우좋음"
"2021-11-17","11:09","경북","포항시 북구","삼흥로","경상북도 포항시 북구 두호동 1003","경상북도 포항시 북구 장성동 1595-1","14","43","13","매우좋음"
"2021-11-17","11:17","경북","포항시 북구","신덕로","경상북도 포항시 북구 장성동 1595-1","경상북도 포항시 북구 양덕동 2223","14","42","23","매우좋음"
"2021-11-17","11:23","경북","포항시 북구","장량로","경상북도 포항시 북구 양덕동 2223","경상북도 포항시 북구 장성동 1600-2","14","41","49","매우좋음"
"2021-11-17","12:42","경북","포항시 북구","천마로","경상북도 포항시 북구 양덕동 656-8","경상북도 포항시 북구 양덕동 2201","16","34","10","매우좋음"
"2021-11-17","12:50","경북","포항시 북구","새천년대로","경상북도 포항시 북구 환호동 517","경상북도 포항시 북구 우현동 175-5","16","35","18","매우좋음"
"2021-11-17","13:13","경북","포항시 북구","중앙로","경상북도 포항시 북구 우현동 465-7","경상북도 포항시 북구 덕산동 129-1","15","35","14","매우좋음"
"2021-11-17","13:18","경북","포항시 남구","중앙로","경상북도 포항시 북구 상원동 469","경상북도 포항시 남구 해도동 236","16","33","20","매우좋음"
"2021-11-17","13:30","경북","포항시 남구","상공로","경상북도 포항시 남구 대도동 422-27","경상북도 포항시 남구 해도동 517","16","34","425","매우나쁨"
"2021-11-17","13:44","경북","포항시 남구","문예로","경상북도 포항시 남구 해도동 236","경상북도 포항시 남구 대도동 300-4","16","33","46","매우좋음"
"2021-11-17","13:59","경북","포항시 남구","중흥로","경상북도 포항시 남구 상도동 470-35","경상북도 포항시 남구 상도동 663","16","34","12","매우좋음"
"2021-11-17","14:02","경북","포항시 북구","중흥로","경상북도 포항시 남구 상도동 663","경상북도 포항시 북구 죽도동 59","16","33","9","매우좋음"
"2021-11-17","14:19","경북","포항시 남구","희망대로","경상북도 포항시 남구 송도동 254-634","경상북도 포항시 남구 이동 663-1","16","35","69","좋음"
"2021-11-17","14:41","경북","포항시 남구","대이로","경상북도 포항시 남구 이동 663","경상북도 포항시 남구 대잠동 1008-4","16","37","11","매우좋음"
"2021-11-17","15:53","울산","울주군","대리로","울산광역시 울주군 범서읍 구영리 1096-10","울산광역시 울주군 범서읍 구영리 697-15","17","29","11","매우좋음"
"2021-11-17","16:34","울산","울주군","구영로","울산광역시 울주군 범서읍 구영리 697-26","울산광역시 울주군 범서읍 구영리 701","17","31","13","매우좋음"
"2021-11-17","16:44","울산","울주군","두동로","울산광역시 울주군 범서읍 입암리 26-1","울산광역시 울주군 범서읍 입암리 427-27","16","34","13","매우좋음"
"2021-11-17","16:48","울산","울주군","당앞로","울산광역시 울주군 범서읍 천상리 1055-19","울산광역시 울주군 범서읍 천상리 629","14","43","40","매우좋음"
"2021-11-17","17:06","울산","울주군","울산역로","울산광역시 울주군 삼남읍 신화리 201-7","울산광역시 울주군 삼남읍 교동리 1704-4","14","40","6","매우좋음"
"2021-11-17","17:17","울산","울주군","남천로","울산광역시 울주군 언양읍 남부리 336-186","울산광역시 울주군 언양읍 서부리 362-10","14","40","41","매우좋음"
"2021-11-17","17:31","울산","울주군","교동로","울산광역시 울주군 삼남읍 교동리 1667","울산광역시 울주군 삼남읍 교동리 1654","12","43","25","매우좋음"
"2021-11-17","17:34","울산","울주군","읍성로","울산광역시 울주군 언양읍 서부리 131","울산광역시 울주군 언양읍 동부리 390-10","13","42","25","매우좋음"
"2021-11-17","09:45","대구","동구","동북로","대구광역시 동구 신암동 1620","대구광역시 수성구 만촌동 1332","9","59","182","나쁨"
"2021-11-17","10:31","대구","북구","구리로","대구광역시 북구 동천동 959","대구광역시 북구 국우동 544","10","58","33","매우좋음"
"2021-11-17","12:14","경북","칠곡군","중앙로","경상북도 칠곡군 왜관읍 왜관리 1411-18","경상북도 칠곡군 왜관읍 왜관리 1220-5","14","46","25","매우좋음"
"2021-11-17","12:24","경북","칠곡군","관문로","경상북도 칠곡군 왜관읍 왜관리 782-22","경상북도 칠곡군 왜관읍 매원리 655-10","13","46","16","매우좋음"
"2021-11-17","12:48","경북","칠곡군","금오대로","경상북도 칠곡군 약목면 복성리 429-3","경상북도 칠곡군 북삼읍 인평리 1117","13","45","13","매우좋음"
"2021-11-17","13:28","경북","구미시","첨단기업1로","경상북도 구미시 산동읍 봉산리 615","경상북도 구미시 산동읍 봉산리 627","14","41","12","매우좋음"
"2021-11-17","13:32","경북","구미시","첨단기업로","경상북도 구미시 산동읍 봉산리 628","경상북도 구미시 산동읍 봉산리 524","14","41","10","매우좋음"
"2021-11-17","13:34","경북","구미시","첨단기업7로","경상북도 구미시 산동읍 신당리 1369","경상북도 구미시 산동읍 신당리 1371","13","43","16","매우좋음"
"2021-11-17","13:40","경북","구미시","첨단기업5로","경상북도 구미시 산동읍 신당리 1342","경상북도 구미시 산동읍 봉산리 524","13","43","18","매우좋음"
"2021-11-17","14:14","경북","구미시","박정희로","경상북도 구미시 송정동 9-10","경상북도 구미시 송정동 1-81","14","34","8","매우좋음"
"2021-11-17","14:22","경북","구미시","송원서로","경상북도 구미시 원평동 1107","경상북도 구미시 송정동 20-5","15","32","11","매우좋음"
"2021-11-17","14:29","경북","구미시","백산로","경상북도 구미시 송정동 9-10","경상북도 구미시 송정동 1-81","15","31","15","매우좋음"
"2021-11-17","14:34","경북","구미시","신시로","경상북도 구미시 송정동 1-81","경상북도 구미시 형곡동 229","15","31","16","매우좋음"
"2021-11-17","14:45","경북","구미시","형곡중앙로","경상북도 구미시 형곡동 228","경상북도 구미시 형곡동 229","14","31","11","매우좋음"
"2021-11-17","14:56","경북","구미시","형곡로","경상북도 구미시 형곡동 227","경상북도 구미시 형곡동 229-3","15","30","31","매우좋음"
"2021-11-17","15:05","경북","구미시","새마을로","경상북도 구미시 형곡동 229-3","경상북도 구미시 광평동 산 101-2","14","32","11","매우좋음"
"2021-11-17","15:10","경북","구미시","구미대로","경상북도 구미시 광평동 782-3","경상북도 구미시 임은동 252-3","15","30","10","매우좋음"
"2021-11-17","15:14","경북","구미시","금오대로","","경상북도 구미시 오태동 635","15","31","11","매우좋음"
"2021-11-17","10:46","경기","수원시 권선구","장다리로","경기도 수원시 권선구 권선동 1069","경기도 수원시 권선구 세류동 1189","10","81","27","매우좋음"
"2021-11-17","10:53","경기","수원시 권선구","덕영대로1190번길","경기도 수원시 권선구 권선동 341-14","경기도 수원시 권선구 권선동 1337-9","10","77","8","매우좋음"
"2021-11-17","10:57","경기","수원시 권선구","덕영대로1246번길","경기도 수원시 권선구 권선동 1337-9","경기도 수원시 권선구 권선동 1367-13","10","78","18","매우좋음"
"2021-11-17","11:05","경기","수원시 권선구","권광로","경기도 수원시 권선구 권선동 1281","경기도 수원시 팔달구 인계동 1145","10","72","11","매우좋음"
"2021-11-17","11:14","경기","수원시 팔달구","권광로","경기도 수원시 팔달구 인계동 1138","경기도 수원시 팔달구 우만동 25-5","10","72","13","매우좋음"
"2021-11-17","11:22","경기","수원시 팔달구","광교로","경기도 수원시 팔달구 우만동 산 51-6","경기도 수원시 팔달구 우만동 1-5","11","69","6","매우좋음"
"2021-11-17","11:29","경기","수원시 영통구","광교로","경기도 수원시 팔달구 우만동 1-5","경기도 수원시 영통구 이의동 602-3","11","67","8","매우좋음"
"2021-11-17","11:44","경기","수원시 영통구","창룡대로","경기도 수원시 영통구 이의동 1374","경기도 수원시 영통구 이의동 1175-179","12","60","6","매우좋음"
"2021-11-17","11:50","경기","수원시 팔달구","창룡대로","경기도 수원시 장안구 연무동 산 14-2","경기도 수원시 팔달구 북수동 311-26","12","58","3","매우좋음"
"2021-11-17","12:00","경기","수원시 팔달구","중부대로","경기도 수원시 팔달구 팔달로3가 32","경기도 수원시 영통구 매탄동 1096","12","56","89","좋음"
"2021-11-17","12:11","경기","수원시 영통구","매영로","경기도 수원시 영통구 매탄동 910","경기도 수원시 영통구 영통동 1076","12","46","8","매우좋음"
"2021-11-17","12:25","경기","수원시 영통구","청명북로","경기도 수원시 영통구 영통동 1079","경기도 수원시 영통구 영통동 1057-1","11","47","4","매우좋음"
"2021-11-17","12:34","경기","수원시 영통구","반달로","경기도 수원시 영통구 영통동 1055","경기도 수원시 영통구 영통동 1083","12","46","45","매우좋음"
"2021-11-17","12:41","경기","수원시 영통구","봉영로","경기도 수원시 영통구 영통동 1055","경기도 수원시 영통구 영통동 1055","12","47","8","매우좋음"
"2021-11-17","12:57","경기","수원시 영통구","광교호수공원로","경기도 수원시 영통구 원천동 625-2","경기도 수원시 영통구 원천동 625-4","12","46","5","매우좋음"
"2021-11-17","13:01","경기","수원시 영통구","도청로","경기도 수원시 영통구 이의동 1381-26","경기도 수원시 영통구 이의동 1381-11","12","49","8","매우좋음"
"2021-11-17","13:18","경기","수원시 영통구","동탄원천로","경기도 수원시 영통구 원천동 626","경기도 수원시 영통구 매탄동 1339","13","47","8","매우좋음"
"2021-11-17","13:32","경기","수원시 영통구","동탄지성로","경기도 화성시 반정동 621-285","경기도 수원시 영통구 망포동 41-35","13","52","21","매우좋음"
"2021-11-17","13:36","경기","수원시 영통구","삼성로","경기도 수원시 영통구 망포동 38-3","경기도 용인시 기흥구 영덕동 789-2","13","44","17","매우좋음"
"2021-11-17","13:56","경기","수원시 영통구","청명로","경기도 수원시 영통구 영통동 1055","경기도 수원시 영통구 영통동 1087","13","40","7","매우좋음"
"2021-11-17","13:59","경기","수원시 영통구","덕영대로","경기도 수원시 영통구 영통동 1069","경기도 수원시 영통구 망포동 38-3","13","39","3","매우좋음"
"2021-11-17","14:12","경기","수원시 권선구","덕영대로","경기도 수원시 영통구 망포동 770","경기도 수원시 팔달구 매산로1가 91-1","13","43","16","매우좋음"
"2021-11-17","14:26","경기","수원시 팔달구","매산로","경기도 수원시 팔달구 매산로1가 91-1","경기도 수원시 팔달구 중동 123","13","45","10","매우좋음"
"2021-11-17","14:40","경기","수원시 권선구","세권로","경기도 수원시 권선구 세류동 1179","경기도 수원시 권선구 권선동 1302-2","13","41","53","좋음"
"2021-11-17","14:58","경기","수원시 팔달구","권중로","경기도 수원시 권선구 권선동 1278","경기도 수원시 권선구 권선동 1280-1","13","38","36","매우좋음"
"2021-11-17","15:10","경기","수원시 팔달구","정조로","경기도 수원시 팔달구 매교동 283-28","경기도 수원시 팔달구 북수동 1-2","13","38","426","매우나쁨"
"2021-11-17","15:18","경기","수원시 장안구","정조로","경기도 수원시 장안구 영화동 313-2","경기도 수원시 장안구 송죽동 465","13","39","10","매우좋음"
"2021-11-17","15:29","경기","수원시 장안구","수일로","경기도 수원시 장안구 송죽동 65-1","경기도 수원시 장안구 조원동 867","12","39","32","매우좋음"
"2021-11-17","10:13","서울","성북구","보국문로","서울특별시 성북구 정릉동 822-9","서울특별시 성북구 정릉동 966-1","9","71","19","매우좋음"
"2021-11-17","10:24","서울","성북구","솔샘로","서울특별시 성북구 정릉동 산 87-302","서울특별시 성북구 정릉동 239-23","9","70","11","매우좋음"
"2021-11-17","10:31","서울","강북구","솔샘로","","서울특별시 강북구 미아동 236","9","69","12","매우좋음"
"2021-11-17","10:48","서울","강북구","도봉로","서울특별시 강북구 미아동 14-2","서울특별시 강북구 번동 386-16","10","63","16","매우좋음"
"2021-11-17","11:06","서울","강북구","덕릉로","서울특별시 강북구 번동 655-7","서울특별시 강북구 수유동 631","10","61","13","매우좋음"
"2021-11-17","11:21","서울","강북구","노해로","서울특별시 강북구 수유동 140","서울특별시 강북구 수유동 685","10","60","36","매우좋음"
"2021-11-17","11:44","서울","강북구","삼양로","서울특별시 강북구 우이동 4-42","서울특별시 성북구 길음동 586-44","11","58","25","매우좋음"
"2021-11-17","12:08","서울","강북구","인수봉로","서울특별시 강북구 미아동 1354-12","서울특별시 강북구 수유동 565-1","10","56","15","매우좋음"
"2021-11-17","12:18","서울","강북구","한천로","서울특별시 강북구 수유동 279-17","서울특별시 강북구 번동 2-2","11","54","18","매우좋음"
"2021-11-17","12:38","서울","성북구","한천로","서울특별시 성북구 장위동 311-30","서울특별시 성북구 석관동 58-1","11","53","13","매우좋음"
"2021-11-17","12:59","서울","성북구","화랑로","서울특별시 성북구 석관동 375-65","서울특별시 성북구 하월곡동 90-719","13","47","17","매우좋음"
"2021-11-17","13:13","서울","성북구","정릉로","서울특별시 성북구 하월곡동 104-134","서울특별시 성북구 정릉동 산 1-353","12","50","18","매우좋음"
"2021-11-17","13:30","서울","성북구","아리랑로","서울특별시 성북구 정릉동 151-13","서울특별시 성북구 동소문동6가 140-1","13","49","13","매우좋음"
"2021-11-17","13:42","서울","성북구","성북로","서울특별시 성북구 동소문동1가 1-2","서울특별시 성북구 성북동 330-125","13","44","18","매우좋음"
"2021-11-17","13:56","서울","성북구","동소문로","서울특별시 성북구 삼선동1가 14-1","서울특별시 성북구 하월곡동 196-1","13","43","14","매우좋음"
"2021-11-17","14:07","서울","성북구","월계로","서울특별시 성북구 하월곡동 200","서울특별시 성북구 장위동 311-23","13","44","22","매우좋음"
"2021-11-17","14:17","서울","성북구","돌곶이로","서울특별시 성북구 장위동 310-22","서울특별시 성북구 석관동 332-5","13","44","33","매우좋음"
"2021-11-17","14:39","서울","성북구","종암로","서울특별시 성북구 종암동 23-10","서울특별시 성북구 하월곡동 200","13","39","17","매우좋음"
"2021-11-17","14:49","서울","성북구","오패산로","서울특별시 성북구 하월곡동 79-20","서울특별시 성북구 하월곡동 96-1","13","40","11","매우좋음"
"2021-11-17","14:59","서울","성북구","안암로","서울특별시 성북구 종암동 29-18","서울특별시 성북구 보문동7가 119-1","13","37","18","매우좋음"
"2021-11-17","15:04","서울","성북구","보문로","서울특별시 성북구 보문동7가 119-1","서울특별시 성북구 삼선동4가 104-1","13","38","40","매우좋음"
"2021-11-17","15:31","서울","성북구","인촌로","서울특별시 성북구 보문동1가 127-1","서울특별시 성북구 안암동5가 33-4","13","38","24","매우좋음"
"2021-11-17","10:30","서울","중구","퇴계로","서울특별시 중구 남대문로5가 84-15","서울특별시 중구 황학동 2542","10","70","9","매우좋음"
"2021-11-17","10:53","서울","중구","난계로","서울특별시 중구 신당동 85-745","서울특별시 성동구 상왕십리동 16-4","9","70","10","매우좋음"
"2021-11-17","11:14","서울","중구","다산로","서울특별시 중구 흥인동 163-1","서울특별시 중구 신당동 369-2","11","62","21","매우좋음"
"2021-11-17","11:23","서울","중구","동호로","서울특별시 중구 신당동 374-34","서울특별시 중구 방산동 4-10","11","63","11","매우좋음"
"2021-11-17","11:34","서울","중구","장충단로","서울특별시 중구 을지로6가 18-204","서울특별시 중구 장충동2가 산 14-55","11","60","13","매우좋음"
"2021-11-17","11:53","서울","중구","삼일대로","서울특별시 중구 예장동 산 5-78","서울특별시 중구 장교동 41-2","13","55","9","매우좋음"
"2021-11-17","12:04","서울","중구","을지로","서울특별시 중구 을지로4가 267-1","서울특별시 중구 태평로2가 375","12","57","11","매우좋음"
"2021-11-17","12:15","서울","중구","서소문로","서울특별시 중구 태평로2가 113-1","서울특별시 서대문구 충정로3가 58-6","12","56","18","매우좋음"
"2021-11-17","12:21","서울","중구","통일로","서울특별시 서대문구 충정로2가 138","서울특별시 중구 남대문로5가 9-2","12","53","12","매우좋음"
"2021-11-17","12:30","서울","중구","세종대로","서울특별시 중구 남대문로5가 84-15","서울특별시 중구 태평로1가 63-17","13","52","8","매우좋음"
"2021-11-17","12:38","서울","중구","남대문로","서울특별시 중구 남대문로1가 108-2","서울특별시 중구 남대문로4가 24","12","54","13","매우좋음"
"2021-11-17","12:56","서울","서대문구","성산로","서울특별시 서대문구 대신동 90-13","서울특별시 서대문구 연희동 410-62","13","44","10","매우좋음"
"2021-11-17","13:35","서울","서대문구","수색로","서울특별시 서대문구 북가좌동 416","서울특별시 서대문구 남가좌동 110-4","12","46","65","좋음"
"2021-11-17","13:40","서울","서대문구","모래내로","서울특별시 서대문구 남가좌동 102-38","서울특별시 서대문구 홍제동 151-2","12","45","20","매우좋음"
"2021-11-17","14:02","서울","서대문구","세검정로","서울특별시 서대문구 홍제동 4-4","서울특별시 서대문구 홍은동 48-176","12","43","18","매우좋음"
"2021-11-17","14:14","서울","서대문구","연희로","서울특별시 서대문구 홍은동 52","서울특별시 서대문구 연희동 209-2","13","40","19","매우좋음"
"2021-11-17","14:29","서울","서대문구","응암로","서울특별시 서대문구 북가좌동 398","서울특별시 은평구 응암동 604-7","13","43","14","매우좋음"
"2021-11-17","14:39","서울","서대문구","가좌로","서울특별시 서대문구 홍은동 340","서울특별시 서대문구 연희동 148-11","13","41","16","매우좋음"
"2021-11-17","14:51","서울","서대문구","통일로","서울특별시 서대문구 홍은동 164-44","서울특별시 서대문구 홍제동 43-68","13","39","31","매우좋음"
"2021-11-18","10:22","서울","양천구","공항대로","서울특별시 강서구 등촌동 607-5","서울특별시 양천구 목동 560","13","68","26","매우좋음"
"2021-11-18","10:27","서울","양천구","안양천로","서울특별시 양천구 목동 122-1","서울특별시 양천구 신정동 330-8","13","69","20","매우좋음"
"2021-11-18","10:36","서울","양천구","목동로","서울특별시 양천구 신정동 330-8","서울특별시 양천구 목동 812","14","67","21","매우좋음"
"2021-11-18","10:43","서울","양천구","등촌로","서울특별시 양천구 목동 813","서울특별시 양천구 목동 606-5","13","66","23","매우좋음"
"2021-11-18","11:06","서울","양천구","목동서로","서울특별시 양천구 목동 900-8","서울특별시 양천구 신정동 310-10","14","66","24","매우좋음"
"2021-11-18","11:18","서울","양천구","목동동로","서울특별시 양천구 신정동 310-10","서울특별시 양천구 목동 911-9","14","64","10","매우좋음"
"2021-11-18","11:34","서울","양천구","목동중앙로","서울특별시 양천구 목동 136-2","서울특별시 양천구 목동 919-1","14","63","8","매우좋음"
"2021-11-18","11:48","서울","양천구","신목로","서울특별시 양천구 목동 451","서울특별시 양천구 신정동 1278-2","14","64","20","매우좋음"
"2021-11-18","12:00","서울","양천구","신월로","서울특별시 양천구 신정동 313-6","서울특별시 양천구 신정동 1316-8","15","61","17","매우좋음"
"2021-11-18","12:15","서울","양천구","신정로7길","서울특별시 양천구 신정동 산 125-24","서울특별시 양천구 신정동 815-8","15","62","22","매우좋음"
"2021-11-18","12:23","서울","양천구","신정이펜1로","서울특별시 양천구 신정동 1280-1","서울특별시 양천구 신정동 1322-2","14","63","51","좋음"
"2021-11-18","12:41","서울","양천구","신정로","서울특별시 구로구 궁동 5","서울특별시 양천구 신정동 847","15","66","21","매우좋음"
"2021-11-18","12:50","서울","양천구","목동로3길","서울특별시 양천구 신정동 620-2","서울특별시 양천구 신정동 330-9","15","65","8","매우좋음"
"2021-11-18","12:55","서울","양천구","목동남로","서울특별시 양천구 신정동 330-9","서울특별시 양천구 신정동 325-12","15","65","4","매우좋음"
"2021-11-18","12:57","서울","양천구","중앙로","서울특별시 양천구 신정동 325-12","서울특별시 양천구 신정동 1054","16","64","26","매우좋음"
"2021-11-18","13:11","서울","양천구","오목로","서울특별시 양천구 목동 406-30","서울특별시 양천구 신월동 838","16","62","59","좋음"
"2021-11-18","14:25","서울","양천구","가로공원로","서울특별시 양천구 신월동 263","서울특별시 양천구 신월동 39-5","16","62","18","매우좋음"
"2021-11-18","14:30","서울","양천구","화곡로","경기도 부천시 고강동 1-12","서울특별시 강서구 화곡동 1089-60","16","63","60","좋음"
"2021-11-18","14:38","서울","양천구","남부순환로","서울특별시 양천구 신월동 258","서울특별시 구로구 개봉동 101","17","62","10","매우좋음"
"2021-11-18","15:34","인천","남구","방축로","인천광역시 동구 송림동 309","인천광역시 미추홀구 주안동 1411-2","16","67","36","매우좋음"
